Course Department Code,Course Number,Course Title,Course Status Code,Course Catalog Code,Catalog Abstract
,,,,,
,,,,,
NSC ,NSC 120L    ,NSC 120 Lab  ,A,UG16,
NSC ,NSC 140     ,Environmental Geology  ,A,UG16,"A consideration of the interaction of humans and the earth's geological processes. The class explores the earth processes that most dramatically affect society, the effects of humans on earth processes, and methods for living on our planet in a sustainable fashion. Laboratory work is required. This course has been approved to fulfill the physical science general education requirement. Prerequisites: MAT 110 or basic skills in math.
"
,,,,,
,,,,,
NSC ,NSC 140L    ,NSC 140 Lab  ,A,UG16,
NSC ,NSC 210     ,Life and Literature  ,A,UG16,"Taught by Humana Scholars Lynn Margulis and her son, Dorion Sagan. Dr. Margulis has won numerous awards for her original research in the areas of cell biology and evolution. In recent years, Dr. Margulis' collaborations with Dorion Sagan have led to the publication of award-winning books and essays on scientific topics especially written for general audiences. With a dual emphasis on science and writing, their CentreTerm course will appeal to a broad audience. This course will offer students an unprecedented opportunity to learn from, and to be challenged by, two outstanding natural history writers. An interest in biology is expected; however, the course will be taught at a level that will be readily accessible to non-science majors. An exploration of the world of scientific literature by two of its most noted practitioners. Analysis and discussion of literature and literary styles with a focus on the writings of Margulis and Sagan. Students have extensive opportunities to develop skills in a number of styles of scientific communication including poetry and essays. Oral presentations on selected topics will also be developed. Prerequisite: One introductory science course.
"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NSC ,NSC 250     ,Physical Science of Volcanoes  ,A,UG16,"A study of the physical science of volcanoes, including types of volcanoes, types of eruptions, volcanic hazards and benefits, environmental effects, and historically significant eruptions. Other geothermal phenomena such as hot springs and geysers are studied. The course includes traditional lectures and field work. Conducted in New Zealand. 
"
,,,,,
,,,,,
NSC ,NSC 261     ,British Scientists  ,A,UG16,
NSC ,NSC 262     ,Strasbourg Science  ,A,UG16,
PHI ,PHI 110     ,Intro to Philosophy  ,A,UG16,"A course designed to acquaint students with the kinds of questions dealt with in various areas of philosophy and with the methods of philosophical reasoning. Topics include several of the following: free will and determinism, arguments for the existence of God, the justification of moral judgments, social justice, the relationship between the mental and the physical, and the grounds of human knowledge."
,,,,,
,,,,,
PHI ,PHI 130     ,Practical Logic  ,A,UG16,"An introduction to informal logic. This course focusses on correct reasoning, including the evaluation and construction of arguments in everyday life. Topics include fallacies, definitions and syllogistic logic.

"
,,,,,
,,,,,
PHI ,PHI 140     ,Intro to Ethical Thinking  ,A,UG16,"An introduction into how to develop ethical thinking into a properly philosophical and theoretical enterprise. By taking up such controversial topics as circumcision, cannibalism, vegetarianism, animal and human experimentation, abortion, the right to die, environmental ethics, genocide, and others, students will seek deeper understanding of the challenges of ethical problems and the ways in which philosophers try to solve them through the major ethical theories. Along with an understanding of the primary ethical theories, students will gain an appreciation for the every day practicality of philosophy.
"
,,,,,
,,,,,
PHI ,PHI 145     ,Environmental Ethics  ,A,UG16,"An examination of the ethics of our relationship to various components of the non-human world, including other animals and plants as well as ecosystems and the planet. Students debate questions such as whether or not non-human entities have moral status or rights, and what the implications are of such status for protection of other species, sustainability of our behaviors, and obligations to future generations."
,,,,,
,,,,,
PHI ,PHI 160     ,Philosophy of Art  ,A,UG16,"An examination of philosophical problems arising in the description, interpretation, and evaluation of works of art. Topics include the nature of the art object and of aesthetic experience, the possibility of objective criticism in the arts, and the relation of aesthetic to moral values. Readings from classical and contemporary sources, with emphasis on case materials. Prerequisite: HUM 110 or 111.
"
,,,,,
,,,,,
PHI ,PHI 170     ,Philosophy of Religion  ,A,UG16,"A critical examination of traditional and recent theories concerning such issues in the philosophy of religion as the existence of God, the nature of ultimate reality, the nature and destiny of human beings, and the validity of claims to religious knowledge. (Also listed as REL 140.)
"
,,,,,
PHI ,PHI 199     ,Summer Research Preparation  ,A,UG16,
PHI ,PHI 210     ,Ancient Philosophy  ,A,UG16,"A survey of ancient Western philosophy from the Pre-Socratics to Aristotle. This course concentrates on the origin and development of basic concepts and problems which have become permanent ingredients of our philosophical tradition. Some of these are reality and appearance, permanence and change, form and matter, causality, knowledge and belief, and the good.
"
,,,,,
,,,,,
PHI ,PHI 220     ,17th- & 18th-Century Philosophy  ,A,UG16,"A survey and critical examination of philosophers from Descartes to Kant. Of special importance in this period is the impact of the scientific revolution on accounts of the origin and limits of human knowledge, the mind-body relation, and the role of God in the universe."
,,,,,
PHI ,PHI 230     ,Symbolic Logic  ,A,UG16,"An introduction to deductive logic.  The course begins with sentential logic, which is the study of implication relations among sentences where sentences are taken as the basic units of examination.  It proceeds to predicate logic, which takes into account certain syntactical components of sentences, including quantifiers (��every,�� ��some,�� etc.), names and definite descriptions (��Gracie,�� ��the mountain,�� etc.), and predicates, both monadic (���� is blue��) and polyadic ( ���� loves ��,�� etc.). [AR]"
,,,,,
,,,,,
PHI ,PHI 299     ,Special Topics Abroad  ,A,UG16,
PHI ,PHI 300     ,The Philosophy of Science  ,A,UG16,"Is science a good method for investigating the world, and if so, what makes it so good? Are there scientific laws? Are all sciences reducible to physics or is there value in sociology, psychology, biology, and the other sciences? Is science objective? Value-free? What is or should be the relationship between science and society? How has feminist philosophy of science impacted both philosophy and science? These and other questions will be considered through an historical investigation of philosophy of science from logical positivism to contemporary approaches.
"
,,,,,
,,,,,
PHI ,PHI 302     ,Applied Ethics  ,A,UG16,"A critical investigation into the specific problems and solutions produced in a field of applied ethics, such as biomedical ethics, environmental ethics, or business ethics. Students will first gain theoretical knowledge of the central ethical theories, i.e. virtue ethics, deontological ethics, and consequentialist ethics, so that they can then learn how to generate ethical principles and use them to solve difficult ethical problems that arise in real-world contexts. The course will include readings in the history of philosophy, contemporary articles in ethics, and case studies of ethical problems."
,,,,,
,,,,,
PHI ,PHI 303     ,Biomedical Ethics  ,A,UG16,"Biomedical ethics seeks to determine what is right or good with respect to various practices in healthcare, biomedical research and new medical technologies. This course deals philosophically with some of the major issues that confront our society in the medical field: euthanasia, death and dying, reproduction, cloning and genetic testing, animal and human experimentation, and access to healthcare and distribution of limited resources. Our approach to these topics will be theoretical and practical. We begin with an overview of the major ethical theories and learn how to reason critically in ethics. Then we apply the major theories to case studies of real ethical problems and see how they work in practice. The goal is to give those interested in philosophy an understanding of some practical implications it has, and to provide those interested in becoming a practitioner in medicine an understanding of the principles and theories involved in evaluating and determining their own actions in the medical field. Prerequsite: Junior standing or permission of the instructor."
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
PHI ,PHI 305     ,The Ethics of Food  ,A,UG16,"Eating is our most basic and common ethical action. But the ethics of food has yet to be the central feature of recent discussions of the social, political, environmental and international implications of industrial food production. This course investigates the ethical implications of our choices about what to eat and drink, and advances a theory that claims that we ought to make these decisions consistently and according to the values we have. Such an imperative requires each individual to alter their choices and in turn effect a change in our production and consumption of food. No prerequisites."
,,,,,
,,,,,
PHI ,PHI 310     ,Symbolic Logic  ,A,UG16,"An introduction to modern formal deductive logic. A system of first-order logic is presented and proved to be complete. Nonclassical logics and other subjects are studied as the interests of the instructor and students warrant.
"
,,,,,
PHI ,PHI 315     ,Ethical Theory  ,A,UG16,"A critical examination of the major ethical theories in philosophy (eudaimonism, virtue ethics, deontological, consequentialist, emotivist, existentialist). Students will critically engage readings from the history of philosophy, including, but not limited to, Sophocles, Plato, Aristotle, Epicureans, Stoics, Descartes, Kant, Hegel, Nietzsche, Sartre, Williams, MacIntyre and others, to see whether and how the theories answer questions about the self, agency, source of moral obligations, and connection to the community."
,,,,,
,,,,,
PHI ,PHI 316     ,Feminism and Philosophy  ,A,UG16,"This course focuses on the intersection of feminist theory and philosophy. We will discuss issues in feminism and their import to areas of philosophy such as ethics, social philosophy, and theory of knowledge. Some of the questions we will ask are: What is sexism? What is gender? Is value gendered? Is knowledge gendered?

"
,,,,,
,,,,,
PHI ,PHI 320     ,Philosophical Psychology  ,A,UG16,"A critical survey of issues in the philosophy of mind.  Topics may include:  the mind-body problem, mental representation, consciousness, perception, and self-knowledge.
"
PHI ,PHI 323     ,Medieval Philosophy & Theology  ,A,UG16,"Students become conversant with Jewish, Christian, and Islamic philosophers and theologians in the medieval period, beginning with Augustine (4th c. CE) and ending with John Buridan (14th c. CE). The course functions as history of philosophy, historical theology, and philosophy of religion. Major themes include the possibility of learning, free will, ethics of sin and salvation, contemplation of God, religious language, the nature of possibility and necessity, realism and nominalism about Aristotle��s Categories, universals and individuals, perfect being theology, the Trinity, and the nature of happiness. Prerequisites: PHI 110 and REL 120 are recommended."
,,,,,
,,,,,
PHI ,PHI 325     ,Contemporary PoliticalPhilosophy  ,A,UG16,"An examination of the character of three different traditions of political philosophy in their contemporary manifestations.  First, we analyze the Kantian tradition with an examination of the political thought of Rawls and Arendt.  Next, we study the Hegelian tradition with a reading of the political theories of Michael Oakeshott and Charles Taylor.  Finally, we evaluate the critique of modernity offered by defenders of the classical tradition like Alisdair MacIntyre and Leo Strauss. Prerequisite: GOV 301 or permission of the instructor.
"
,,,,,
,,,,,
PHI ,PHI 327     ,Philosophy and Literature  ,A,UG16,"This course explores the close connection between philosophy and literature through the philosophical investigation of phenomena taken from common experience but ��discovered�� and made visible in literary works. The course also explores the idea that the integration of philosophy and literature can lead to profound new phenomenological insights. Readings include both philosophical theory and works of literature.
"
,,,,,
,,,,,
PHI ,PHI 328     ,Kant  ,A,UG16,"Kant is often billed as synthesizing the best of previous opposed philosophical traditions (rationalism and empiricism in epistemology, rationalism and sentimentalism in moral philosophy) and challenging their shared assumptions.  This course is an examination of Kant��s project.  Topics considered include: the synthetic a priori, the ideality of space and time, Kant��s response to Leibniz��s conception of substance and Hume��s skepticism about causality, his ��refutation�� of Cartesian skepticism, his explanation of the possibility of freedom, his defese of the ��categorical imperative�� as the fundamental principle of morality, and his defense of morality itself.  Prerequisities: PHI 220 or consent of the instructor."
,,,,,
,,,,,
,,,,,
PHI ,PHI 330     ,19th-Century Philosophy  ,A,UG16,"An examination of leading figures and movements in the philosophy of this century, such as Schiller, Fichte, Schelling, Hegel, the Romantics, Kierkegaard, Nietzsche, Marx, Utilitarianism, and Pragmatism. Prerequisite: PHI 220.
"
,,,,,
PHI ,PHI 331     ,Nietzsche  ,A,UG16,"The course examines in detail the writings of Friedrich Nietzsche, and considers his contributions in the context of the philosophical canon. Nietzsche is famous for his provocative writing, and we will consider several themes that arise, including perspectivalism, knowledge, determinism, and ethics."
,,,,,
PHI ,PHI 335     ,Readings/Philosophy of Religion  ,A,UG16,"This course is an indepth engagement with primary texts in the philosophy of religion. The course covers topics such as the nature and existence of God, the rationality of religious belief, and the question of multiple religious faiths. Prerequisite: One introductory philosophy or religion course. (Also listed as REL 373.)"
,,,,,
PHI ,PHI 340     ,Phenomenology  ,A,UG16,"An examination of phenomenology, the most influential movement in 20th-century Continental philosophy, and of the phenomenological method on which it is based in the writings of Husserl, Heidegger, Merleau-Ponty, and others. Prerequisite: PHI 220 or permission of the instructor.
"
,,,,,
PHI ,PHI 345     ,"Art, Literature, and Existence  ",A,UG16,"This course looks at various modern Western artistic productions-literary, dramatic, and visual works-and how they cast a certain light on modern existence.  The course focuses attention on particular philosophical ideas and problems, e.g., the question of meaning, the reality of personal and social alienation, personal identity, beauty and the sublime."
,,,,,
,,,,,
PHI ,PHI 350     ,Existentialism  ,A,UG16,"Existentialism embraces a wide range of thinkers��from the desperately religious to the vehemently atheistic. This course reflects upon writers from both of these traditions, including Kierkegaard, Nietzsche, Heidegger, and Sartre, and tries to examine the effects existentialism has had upon art and literature. 
"
,,,,,
PHI ,PHI 351     ,Theological Existentialism  ,A,UG16,"Focusing on thinkers like Soren Kierkegaard, Franz Rosenzweig, Martin Buber, and Gabriel Marcel, this course addresses theological currents within philosophical existentialism. These philosophers and theologians follow the principal existentialist thinkers��Nietzsche, Heidegger, Sartre, Camus��in asserting that existence precedes essence, but argue that this assertion does not rule out the possibility of the existence of God. Prerequisite: One introductory course in religion or philosophy or permission of the instructor."
,,,,,
,,,,,
PHI ,PHI 352     ,Hellenistic Philosophy  ,A,UG16,"A survey of the philosophical schools in Ancient Greece from the late 4th to the 1st century B.C.E.   The course considers the views of the Epicureans, the Stoics, and the Skeptics focusing on knowledge, reality, and how best to lead one��s life. "
,,,,,
PHI ,PHI 353     ,Philosophy: Ethnicity and Race  ,A,UG16,"An introduction to the central questions in the philosophy of race and ethnicity. Some of the questions explored are:  What is the concept of race?  Are African-American or Latino/a race categories? Is the concept of race different from or does it encompass ethnicity? Is race a biological category? What is the connection between the concepts of race and ethnicity and racism and discrimination? Are race and ethnicity integral to one��s sense of self? How should questions of identity be decided and by whom?  We explore the philosophical assumptions behind questions of race, ethnicity, and identity with a special focus on Blackness and Latinidad.  Discussions consider not only the ethical but also the metaphysical and epistemological implications of ethnic and racial designations in general, and specifically the designations of African-American and Latino/a.  Although the main focus is on Blackness/African-American and Latinidad, we also read about Indian and Asian racial categories."
,,,,,
,,,,,
,,,,,
,,,,,
PHI ,PHI 360     ,Buddhist Thought  ,A,UG16,"A critical examination of the major schools of thought in the development of Theravada and Mahayana Buddhism. Some attention is given to meditation and to the application of Zen to the arts. (Also listed as REL 338.)
"
,,,,,
PHI ,PHI 370     ,20th-Century Analytic Philosophy  ,A,UG16,"A study of major philosophers and/or topics in the British and American analytic tradition of the 20th century. Prerequisite: PHI 220.
"
PHI ,PHI 380     ,20th-Cent Continental Philosophy  ,A,UG16,"A study of major philosophers and/or topics of continental Europe in the 20th century.
Prerequisite: PHI 220.

"
,,,,,
,,,,,
PHI ,PHI 399     ,Topics Abroad  ,A,UG16,
PHI ,PHI 400     ,Directed Study  ,A,UG16,
PHI ,PHI 401     ,Independent Study  ,A,UG16,
PHI ,PHI 402     ,Research Participation  ,A,UG16,
PHI ,PHI 415     ,The Uncanny  ,A,UG16,
PHI ,PHI 420     ,Thought Experiments  ,A,UG16,"Philosophers perform thought experiments to consider non-actual possible worlds. The aim is to gain clarity in an understanding of problematic notions, such as person, free will, morality, and the like. This course critically examines the use of thought experiments in contemporary philosophy. Prerequisite: One course in philosophy.
"
,,,,,
PHI ,PHI 450     ,Classical American Pragmatism  ,A,UG16,"A study of the first American pragmatists, in particular, Charles Peirce, William James, George Herbert Mead, and the most prolific of them all, John Dewey. Views on what pragmatism is, education, religion, and the self are just a few of the topics covered. Prerequisite: One course in philosophy. 
"
,,,,,
PHI ,PHI 451     ,Philosophy of Knowledge  ,A,UG16,"A critical survey of the current literature and issues on the nature of knowledge and rational belief. Topics may include: skepticism, justification of beliefs, a priori knowledge, perceptual knowledge, and naturalism.
"
,,,,,
PHI ,PHI 453     ,Philosophy of Language & Mind  ,A,UG16,
PHI ,PHI 454     ,Nature and Reality  ,A,UG16,"Students in this course read and think about different understandings of the world around us, nature, and what we mean when we talk about existence.  Have you ever wondered what are the fundamental components of nature and reality?  Is reality something we create or something of which we are a part?  Readings incorporate main areas of contemporary philosophy, among them: scientific realism, time, laws of nature, and causality.  Students engage the comtemporary literature and answer some of the following questions: Do physics and chemistry give us the only real properties of nature or is there more than the material world?  If all the properties that exist are the scientific ones (protons, electrons, neutrons, magnetic fields, etc.) then how do we understand or explain the every day objects we encounter, including ourselves and other human beings?  What does it mean to say that something exists, and exists as we perceive it?  Is there such a thing as time and if so, is it static or is it ever changing (for instance, the present)?  What does it mean to say that the laws of nature hold by necessity?  We seem to agree that scientific laws are explanatory, but what makes them explanatory?"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
PHI ,PHI 500     ,Senior Seminar  ,A,UG16,A capstone seminar course for seniors dealing with central issues in philosophy as determined by the interests of the instructor and students.  Students write a research paper and give a public presentation of the work they have developed in the course. Open to senior philosophy majors and minors.
,,,,,
PHY ,PHY 110     ,Intro to Physics  ,A,UG16,"An introduction to college physics not requiring calculus. Topics discussed include mechanics, gravitation, planetary motion, electricity, the Bohr atom, and radioactivity. Laboratory work is required. Prerequisite: MAT 110 or basic skills in math. NOTE: Not open to students with credit for PHY 210 or higher.
"
,,,,,
PHY ,PHY 110L    ,PHY 110 Lab  ,A,UG16,
PHY ,PHY 120     ,Intro/Physics for Life Sciences  ,A,UG16,
PHY ,PHY 120L    ,PHY 120 Lab  ,A,UG16,
PHY ,PHY 170     ,Intro Astronomy & Astrophysics  ,A,UG16,"A study of the structure and evolution of the universe on different length scales. The course begins with a study of the solar system and works outward through our galaxy and finally to the universe as a whole. The course then examines how our ideas of this structure and evolution have changed through history and how they have undergone a revolution in the past few decades due to new windows that have been opened for our study of the universe. Laboratory and observational sessions are required. Prerequisite: none, high school physics recommended.
"
,,,,,
,,,,,
PHY ,PHY 170L    ,PHY 170 Lab  ,A,UG16,
PHY ,PHY 200     ,Directed Study  ,A,UG16,
PHY ,PHY 210     ,General Physics-I  ,A,UG16,"A calculus-based study of the mechanics of particles, rigid bodies, simple harmonic motion, wave motion, sound, and fluids. Laboratory work is required. Prerequisite: MAT 141 or 170 or permission of the instructor.
"
,,,,,
PHY ,PHY 210L    ,PHY 210 Lab  ,A,UG16,
PHY ,PHY 220     ,General Physics-II  ,A,UG16,"A calculus-based study of thermal physics. Laboratory work is required. Prerequisite: PHY 210 and 171, or permission of the instructor.
"
PHY ,PHY 220L    ,PHY 220 Lab  ,A,UG16,
PHY ,PHY 230     ,General Physics-III  ,A,UG16,"A calculus-based study of electricity, magnetism, and geometrical and physical optics. Laboratory work is required. Prerequisite: MAT 171, PHY 210, or permission of the instructor.
"
,,,,,
PHY ,PHY 230L    ,PHY 230 Lab  ,A,UG16,
PHY ,PHY 300     ,Intro to Electronics  ,A,UG16,"A laboratory-based course that first introduces the basic principles of circuit analysis, semiconductor devices and operational amplifiers. Students are then introduced to digital electronics and how to interface computers with experiments to acquire and analyze data. Prerequisite: PHY 230 or permission of the instructor.
"
,,,,,
PHY ,PHY 310     ,Modern Physics-I  ,A,UG16,"A study of relativity, atomic and molecular structure, physics of the solid state, nuclear structure, quark theory, and associated phenomena. Laboratory work is required. Prerequisite: PHY 230, MAT 230 and 360, or permission of the instructor. (Also listed as CHP 310.)
"
,,,,,
PHY ,PHY 310L    ,PHY 310 Lab  ,A,UG16,
PHY ,PHY 320     ,Modern Physics-II  ,A,UG16,"A study of relativity, atomic and molecular structure, physics of the solid state, nuclear structure, quark theory, and associated phenomena. Laboratory work is required. Prerequisite: PHY 310. (Also listed as CHP 320.)
"
,,,,,
PHY ,PHY 320L    ,PHY 320 Lab  ,A,UG16,
PHY ,PHY 330     ,Math Methods/Theoretical Physics  ,A,UG16,"A study of mathematical methods used in theoretical subfields of physics such as classical and quantum mechanics, and electromagnetic theory. Topics include complex variables and functions, vector differential operators, Stokes�� and Divergence theorems, Fourier series, integral transforms, partial differential equations, special functions, complete sets of orthonormal functions, matrices, and the eigenvalue problem. Prerequisite: MAT 360, PHY 230, or permission of the instructor.
"
,,,,,
,,,,,
PHY ,PHY 340     ,Advanced Mechanics  ,A,UG16,"A study of particle dynamics, rigid-body motion, small oscillations, continuum mechanics, Hamiltonian and Lagrangian mechanics and an introduction to nonlinear dynamics and chaos. (Offered alternate years.) Prerequisite: MAT 360 and PHY 230, or permission of the instructor."
,,,,,
PHY ,PHY 350     ,Adv Electricity & Magnetism  ,A,UG16,"A treatment of topics in this area using more advanced mathematics than in PHY 230, with emphasis on the fields produced by static charges and steady currents. Topics include electric fields and dielectrics, magnetic fields and magnetic materials, scalar and vector potentials, Maxwell��s equations, and electromagnetic waves. Co-requisite: PHY 330. Prerequisite: PHY 230 or permission of the instructor. (Offered alternate years.)
"
,,,,,
,,,,,
PHY ,PHY 370     ,Thermal Physics  ,A,UG16,"A presentation of the fundamental principles of thermodynamics, kinetic theory, and statistical mechanics including equations of state, laws of thermodynamics, entropy, kinetic theory of an ideal gas, transport phenomena, and Boltzmann and quantum statistics. Prerequisite: PHY 220, MAT 230, or permission of the instructor. (Offered alternate years.)
"
,,,,,
,,,,,
PHY ,PHY 380     ,Optics  ,A,UG16,"A laboratory-intensive study of light, our various descriptions of it, and its interaction with matter. Topics include electromagnetic theory, propagation, imaging, polarization, interference, and diffraction. Prerequisite: PHY 230.
"
,,,,,
PHY ,PHY 399     ,Introductory Quantum Mechanics  ,A,UG16,"A study of the concepts and ideas of quantum theory with applications to physical and chemical structures. Emphasis is placed on the experimental foundations of quantum theory and on the postulatory development of principles. Topics include one-dimensional systems, barriers and wells, the harmonic oscillator, ladder operators, angular momentum, and the one-electron atom. Prerequisite: PHY 330 or permission of the instructor. (Also listed as CHP 399.)
"
,,,,,
,,,,,
PHY ,PHY 400     ,Directed Study  ,A,UG16,
PHY ,PHY 401     ,Independent Study  ,A,UG16,
PHY ,PHY 402     ,Research Participation  ,A,UG16,
PHY ,PHY 410     ,Computational Physics  ,A,UG16,"A survey of modern computer methods for solving problems in physics, with emphasis on simulation and visualization.  Topics may include interacting rigid bodies, fields and waves, optical ray tracing, holograms, and fluid flow. 
Prerequisite: PHY 230 or permission of instructor.
"
,,,,,
,,,,,
POL ,POL 120     ,Intro to Political Ideologies  ,A,UG16,"An introduction to the major political ideologies.  Students learn the beliefs and history of such ideologies as conservatism, liberalism, socialism, libertarianism, environmentalism, etc.  The foundations of these views are traced through classic political texts.  The current versions of these ideologies are investigated by applying the ideologies to issues and politicians of today. Students learn the basic elements of today's political beliefs and values, and how these drive governments around the world.  Not open to students with credit for GOV 110. Fulfills same general education requirement as GOV 110."
,,,,,
,,,,,
POL ,POL 130     ,Intro to Comparative Politics  ,A,UG16,"This course introduces students to different elements of political systems around the world. Case studies of countries are used to study political, economic, social, ideological, and regional factors. Through an exploration of various manifestations of these factors, including authoritarianism, totalitarianism, democracy, theocracy, capitalism, communism, and secularism, this course employs the comparative method in an effort to make broad generalization and to uncover political, economic, and ideological patterns. Not open to students with credit for GOV 110. Fulfills same general education requirement as GOV 110."
,,,,,
,,,,,
POL ,POL 199     ,Summer Research Preparation  ,A,UG16,
POL ,POL 205     ,Intro to Political Analysis  ,A,UG16,"A general introduction to the major techniques used for the critical evaluation and analysis of the political world. This includes both normative and empirical approaches. Emphasis is placed on the recognition, understanding, critique, and application of analytical approaches used in scholarly journals and the popular media. Prerequisite: POL 120 and sophomore standing."
,,,,,
,,,,,
POL ,POL 210     ,American Politics & Institutions  ,A,UG16,"An introduction to the process of American government, emphasizing the structure, powers, and functions of government, primarily at the federal level. Prerequisite: POL 120 and sophomore standing."
,,,,,
POL ,POL 225     ,US Foreign Policy/Intnl Affairs  ,A,UG16,
POL ,POL 260     ,Intro to International Relations  ,A,UG16,"An investigation of the basic factors in international politics, including the relationship of international politics to international economics in the conduct of foreign affairs. Prerequisite: Sophomore standing; POL 130 is recommended. "
,,,,,
POL ,POL 299     ,Special Topics Abroad  ,A,UG16,
POL ,POL 300     ,Western Political Theory-I  ,A,UG16,"A survey of the works of selected thinkers whose political ideas and approaches to the study of politics have become a part of the framework of Western political institutions and thought. Emphasis is placed on such theorists as Plato, Aristotle, Machiavelli, Hobbes, Locke, Rousseau, Burke, Mill, Hegel, and Marx. Prerequisite: POL 120. "
,,,,,
POL ,POL 301     ,Western Political Theory-II  ,A,UG16,"A survey of the works of selected thinkers whose political ideas and approaches to the study of politics have become a part of the framework of Western political institutions and thought. Emphasis is placed on such theorists as Plato, Aristotle, Machiavelli, Hobbes, Locke, Rousseau, Burke, Mill, Hegel, and Marx. Prerequisite: POL 120. "
,,,,,
POL ,POL 302     ,Contemporary PoliticalPhilosophy  ,A,UG16,
POL ,POL 310     ,American Political Thought  ,A,UG16,"An examination of the major strands of political ideas in the United States, traced from their English antecedents to the present. Prerequisite: POL 120."
POL ,POL 311     ,The American Founding  ,A,UG16,
POL ,POL 312     ,The Crisis of the Union  ,A,UG16,
POL ,POL 315     ,Understanding Democracy  ,A,UG16,
POL ,POL 320     ,American Constitutional Interpre  ,A,UG16,A study of the fundamentals of American constitutional law as seen through the decisions of the United States Supreme Court. 
POL ,POL 321     ,Civil Liberties  ,A,UG16,"A consideration, primarily through hypothetical cases, of constitutional issues arising under the Bill of Rights and the 14th Amendment. "
POL ,POL 322     ,Regulation of Business  ,A,UG16,
POL ,POL 330     ,"Parties, Campaigns, & Elections  ",A,UG16,"This course examines some of the fundamental mechanisms through which American citizens can influence their democratic system: political parties and elections. We examine the role and function of political parties, as well as how they interact with different electoral systems. We further examine modern American political campaigns, with an emphasis on describing, analyzing, and explaining the strategies and outcomes of national presidential elections. Prerequisite: POL 210."
,,,,,
,,,,,
POL ,POL 331     ,State and Local Politics  ,A,UG16,"This is a course about politics at the state, county, and city levels, covering a variety of topics including American federalism, the structure and organization of state and local governments, what these governments do, who participates, and how local campaigns are run. The focus is naturally on politics here in Kentucky and Boyle County. The course provides several opportunities for hands-on participation and involvement. We might attend a city council meeting, visit the state capitol and observe the state legislature in session, interview local political leaders, and/or participate in a city council simulation which will help us gain an understanding of what practical politics is all about. Prerequisite: POL 210."
,,,,,
,,,,,
,,,,,
POL ,POL 332     ,Public Policy  ,A,UG16,"A discussion of the intellectual foundation for the legitimacy and functions of the American administrative state and the processes and mechanisms through which policy is designed and implemented. The course clearly delineates the capacities and expectations of public agencies with the private sector. Students develop some practical experience in utilizing the ��tools of the trade�� of policy analysis (e.g., theories of policy analysis, cost-benefit analysis, externalities, incentive design, moral hazard and the role of the non-profit sector). Prerequisite: POL 210."
,,,,,
,,,,,
POL ,POL 333     ,American Presidency  ,A,UG16,An examination of the nature of the presidency and its role in the American political system. The presidency is defined broadly to include both the presidential office and the institutional structures in the White House and the Executive Office of the President that have grown up around it. Prerequisite: POL 210. 
,,,,,
POL ,POL 334     ,Congress  ,A,UG16,"A consideration of the politics and processes of our national legislature with attention to their effects on its policy decisions. Topics covered include representation and the electoral process, congressional organization, the legislative process, and relations of the Congress with other political actors. Prerequisite: POL 210."
,,,,,
POL ,POL 335     ,Gender and Politics  ,A,UG16,"An exploration of gender and feminist issues as they relate to political theory and political participation. The course begins with an examination of the history of women in American politics and how gender-based roles shaped that participation. This is followed by an analysis of men's and women's participation in contemporary U.S. politics. We will also examine various theoretical perspectives in the sub-field of gender and politics. Prerequisite: POL 210 is recommended.
"
,,,,,
,,,,,
POL ,POL 336     ,Public Opinion & Voting Behavior  ,A,UG16,"An examination of what Americans think about politics, why they vote, and how they vote. We will also discuss issues like partisanship, ideology, polarization, mass media, and political advertising. Students can expect lots of hands-on experience with conducting and analyzing public opinion polls using SPSS and/or an equivalent statistical analysis program. Prerequisite: POL 210."
,,,,,
,,,,,
POL ,POL 337     ,Media and Politics  ,A,UG16,
POL ,POL 338     ,U.S. Social Movements  ,A,UG16,"This course seeks to provide students with a general understanding of the form of collective action known as the social movement. Our task is guided by the close examination of several 20th-century social movements in the United States, including the civil rights, women��s rights, labor, environmental, pro?choice/pro?life and gay rights movements. students gain a theoretical and practical understanding of how/why social movements form and what effect they have on the U.S. political system."
,,,,,
,,,,,
POL ,POL 339     ,"Race, Religion, and Politics  ",A,UG16,"This course focuses on the role of race and religion in the American political landscape, with a specific focus on how race and religion affect individuals in their patterns of political behavior. Possible topics include the nature of racial/cultural/religious prejudice and its effect on political policy preferences and voting patterns, minority representation in Congress, immigration policy attitudes, the role of religion in shaping American public policy, the effect of religion on voting patterns, etc. Prerequisite: POL 210 recommended but not required."
,,,,,
,,,,,
POL ,POL 340     ,European Politics  ,A,UG16,"A study of major political systems in Europe, both East and West. Special emphasis is given to the ongoing economic and political challenges faced by the European Union as well as the UK, France, Germany, Italy, Sweden, Poland and Hungary. Prerequisite: Junior standing; POL 130 recommended. "
,,,,,
POL ,POL 341     ,Latin American Politics  ,A,UG16,A study of the political systems of Latin America. Attention is given to the problems of political changes and economic development. The role of the United States in Latin American politics is also explored. Prerequisite: POL 130 recommended. 
,,,,,
POL ,POL 342     ,Politics from Cairo to Calcutta  ,A,UG16,
